1,3
2,1
3,3
4,2
5,0
6,4
7,1
8,1
9,3
10,5
11,0
12,4
13,2
14,1
15,1
16,2
17,1
18,2
19,0
20,2
21,3
22,0
23,4
24,1
25,0
26,0
27,0
28,2
29,1
30,2
31,3
32,3
33,0
34,0
35,1
36,0
37,2
38,2
39,1
40,0
41,3
42,3
43,1
44,5
45,0
46,0
47,1
48,2
49,1
50,0
51,1
52,2
53,1
54,6
55,1
56,1
57,2
58,0
59,2
60,1
61,1
62,2
63,1
64,0
65,1
66,4
67,1
68,2
69,2
70,0
71,1
72,3
73,2
74,3
75,1
76,2
77,1
78,1
79,2
80,2
81,3
82,2
83,2
84,1
85,2
86,2
87,1
88,0
89,0
90,0
91,0
92,0
93,2
94,3
95,0
96,2
97,0
98,1
99,1
100,0
101,1
102,1
103,1
104,1
105,1
106,1
107,1
108,0
109,1
110,3
111,0
112,0
113,4
114,0
115,1
116,3
117,0
118,3
119,0
120,2
121,1
122,1
123,0
124,1
125,0
126,0
127,1
128,1
129,2
130,4
131,1
132,3
133,1
134,1
135,0
136,3
137,1
138,2
139,0
140,0
141,2
142,3
143,1
144,0
145,2
146,2
147,1
148,0
149,2
150,2
151,4
152,1
153,0
154,1
155,0
156,2
157,1
158,2
159,1
160,0
161,2
162,4
163,0
164,1
165,1
166,0
167,1
168,3
169,0
170,1
171,2
172,0
173,2
174,1
175,1
176,3
177,0
178,3
179,3
180,0
181,0
182,0
183,2
184,0
185,1
186,1
187,0
188,1
189,0
190,3
191,0
192,0
193,2
194,2
195,0
196,3
197,0
198,1
199,0
200,1
201,1
202,3
203,1
204,2
205,1
206,2
207,0
208,2
209,1
210,0
211,2
212,4
213,2
214,4
215,1
216,3
217,0
218,1
219,2
220,1
221,0
222,1
223,1
224,1
225,1
226,0
227,0
228,4
229,0
230,2
231,2
232,1
233,0
234,0
235,2
236,0
237,4
238,3
239,1
240,4
241,3
242,2
243,2
244,3
245,1
246,2
247,0
248,1
249,2
250,4
251,4
252,2
253,2
254,3
255,1
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,6
264,2
265,0
266,2
267,1
268,0
269,1
270,2
271,0
272,4
273,0
274,0
275,0
276,0
277,1
278,4
279,2
280,0
281,2
282,0
283,0
284,0
285,0
286,1
287,2
288,1
289,3
290,4
291,2
292,1
293,1
294,1
295,1
296,1
297,1
298,3
299,0
300,3
301,5
302,1
303,1
304,1
305,1
306,1
307,5
308,1
309,1
310,2
311,0
312,0
313,1
314,0
315,2
316,1
317,0
318,2
319,0
320,3
321,0
322,2
323,4
324,0
325,2
326,2
327,2
328,3
329,1
330,1
331,3
332,2
333,2
334,2
335,3
336,2
337,3
338,1
339,0
340,0
341,2
342,3
343,1
344,2
345,2
346,0
347,3
348,0
349,3
350,1
351,2
352,2
353,4
354,0
355,2
356,0
357,5
358,0
359,3
360,1
361,1
362,1
363,3
364,0
365,2
366,2
367,2
368,2
369,2
370,3
371,1
372,2
373,1
374,3
375,0
376,0
377,3
378,2
379,1
380,2
381,1
382,2
383,0
384,2
385,2
386,0
387,1
388,1
389,0
390,3
391,4
392,3
393,1
394,1
395,5
396,2
397,1
398,1
399,3
400,1
401,2
402,1
403,1
404,2
405,2
406,0
407,0
408,2
409,4
410,1
411,2
412,0
413,2
414,6
415,1
416,2
417,0
418,2
419,2
420,1
421,0
422,2
423,4
424,1
425,2
426,1
427,2
428,0
429,3
430,3
431,2
432,4
433,1
434,1
435,1
436,3
437,4
438,5
439,1
440,3
441,4
442,4
443,1
444,1
445,2
446,0
447,0
448,0
449,1
450,4
451,2
452,1
453,3
454,3
455,0
456,1
457,1
458,5
459,1
460,0
461,3
462,3
463,0
464,1
