133  0.0134837,0.00545736,0.00512073,0.0181626
134  0.0137269,0.00549754,0.00511446,0.0182573
135  0.0139717,0.00542285,0.0051529,0.0182478
136  0.0137207,0.00567962,0.00514017,0.0181736
137  0.0136565,0.00555012,0.00522592,0.0180981
138  0.0137667,0.00548008,0.00500073,0.0180743
139  0.0138343,0.00534278,0.00507506,0.0177549
140  0.0138021,0.00551826,0.00540741,0.0178559
141  0.0137243,0.0055285,0.00527112,0.0179522
142  0.0138706,0.0054997,0.00526842,0.0181362
143  0.0136001,0.00541419,0.00535673,0.0181817
144  0.0137303,0.00537118,0.00543923,0.018087
145  0.0137731,0.00531955,0.00550611,0.0182146
146  0.0139075,0.00554808,0.00552239,0.0182282
147  0.0142964,0.00543892,0.00550148,0.018334
148  0.0141111,0.00540928,0.00541898,0.0182005
149  0.0138884,0.0054148,0.00531924,0.0182306
150  0.0139613,0.00535965,0.00531703,0.018288
151  0.0137631,0.00522192,0.00536957,0.0182941
152  0.0136155,0.00544581,0.00555259,0.0182376
153  0.0136728,0.00527213,0.00537566,0.0182155
154  0.013753,0.00529553,0.00569267,0.0181024
155  0.0137054,0.0053494,0.00562719,0.0182383
156  0.0137312,0.00540583,0.00523164,0.0181976
157  0.0138217,0.00543898,0.00534584,0.0180225
158  0.0139466,0.00556092,0.00568172,0.0183044
159  0.0136352,0.00549495,0.00546036,0.018222
160  0.0136005,0.00550093,0.00547659,0.0179544
161  0.0135516,0.00542444,0.00536149,0.0180165
162  0.0138591,0.00539767,0.0054091,0.0181391
163  0.0138487,0.00558609,0.00528892,0.0183203
164  0.0136956,0.00565621,0.00513349,0.0185171
165  0.0137373,0.00560087,0.00536242,0.0184376
166  0.0135977,0.00545207,0.00537631,0.0185321
167  0.0138184,0.0055805,0.00516571,0.0182178
168  0.0138591,0.00557376,0.00508193,0.0181867
169  0.0137317,0.00550009,0.00527489,0.018486
170  0.0135518,0.0053174,0.00555196,0.0183507
171  0.0135098,0.00537429,0.00550859,0.0182598
172  0.0136277,0.00539695,0.00533124,0.0181594
173  0.0136189,0.00544995,0.00520966,0.0183348
174  0.0136367,0.00545534,0.00515252,0.0184324
175  0.0138127,0.00550198,0.00525193,0.0184423
176  0.0138149,0.00549542,0.00523586,0.0183724
177  0.0137403,0.00542821,0.0053472,0.0182327
178  0.0137949,0.00543491,0.00538823,0.0182015
179  0.0137527,0.00534489,0.0054325,0.0180131
180  0.0138018,0.00528976,0.00550927,0.0182397
181  0.0137512,0.00516172,0.00555991,0.0180354
182  0.0136749,0.0049629,0.00550397,0.0182649
183  0.0144275,0.00505205,0.0055311,0.0185123
184  0.0147831,0.00537278,0.00529553,0.0184557
185  0.014682,0.00529628,0.0052127,0.0181107
186  0.0146585,0.00527594,0.00510401,0.0181454
187  0.014806,0.00525251,0.00515988,0.0181268
188  0.0145487,0.00519854,0.00511139,0.0177317
189  0.0144187,0.00537518,0.00516532,0.0178867
190  0.0142841,0.00505164,0.00486963,0.0179925
191  0.013953,0.00493012,0.00459595,0.0175923
192  0.0140686,0.00508431,0.00459394,0.0176749
193  0.0139234,0.00512193,0.00485402,0.0175718
194  0.0140762,0.0053406,0.00494529,0.0178641
195  0.0145072,0.00535433,0.0049409,0.017731
196  0.0147654,0.00557274,0.00505165,0.0178925
197  0.0149354,0.00543747,0.00526529,0.0179102
198  0.0148665,0.0053518,0.00559093,0.0182857
199  0.0144368,0.00538866,0.00552712,0.0181387
200  0.0145596,0.00497944,0.00534911,0.0177556
201  0.0145264,0.00490057,0.0050898,0.0173022
202  0.0144151,0.00495268,0.00515409,0.0175725
203  0.0144127,0.00473175,0.00497515,0.0177174
204  0.014275,0.00472571,0.00504531,0.0179349
205  0.0142996,0.00475293,0.00507444,0.0176849
206  0.0142624,0.0046574,0.00510107,0.0177169
207  0.0142048,0.00471478,0.00509486,0.017789
208  0.0141563,0.00454135,0.00517094,0.0175151
209  0.0140878,0.00464116,0.00504522,0.0174769
210  0.0143649,0.00457879,0.00522516,0.0174612
211  0.0143874,0.00477585,0.00507067,0.0175731
212  0.0145017,0.00520686,0.00491574,0.018103
213  0.014428,0.00477092,0.00513181,0.01822
214  0.0143728,0.0048452,0.0054541,0.0183108
215  0.0144667,0.00484264,0.00551994,0.0184234
216  0.0146194,0.00489091,0.00530455,0.0181114
217  0.0147187,0.0049808,0.005197,0.0181688
218  0.0146661,0.00507835,0.00517431,0.0181211
219  0.0144106,0.00473389,0.00540535,0.0179171
220  0.0141786,0.00461438,0.00566208,0.0179693
221  0.0140642,0.00474082,0.00549009,0.0175019
222  0.0146565,0.00508144,0.00535973,0.0176211
223  0.0144916,0.00478884,0.00514009,0.0180886
224  0.014696,0.00507934,0.00506509,0.0180902
225  0.0144251,0.00520407,0.00536232,0.0181924
226  0.014565,0.00516627,0.00534307,0.018243
227  0.0150625,0.00468561,0.00529286,0.0182146
228  0.0147503,0.00475739,0.00516693,0.0182642
229  0.0146355,0.00472307,0.0050956,0.0183392
230  0.0145205,0.00490243,0.00526453,0.0180668
231  0.0142743,0.00510743,0.00527389,0.0183359
232  0.0142171,0.00502183,0.00550726,0.0182882
233  0.0144417,0.00507783,0.00589022,0.0179125
234  0.0139576,0.00513278,0.00603988,0.0181366
235  0.0137528,0.0053023,0.00591008,0.0181893
236  0.0139712,0.00512703,0.00555107,0.0179862
237  0.0139727,0.00513532,0.00525499,0.0180262
238  0.013921,0.00529151,0.00554846,0.0182877
239  0.0141212,0.00521819,0.0053859,0.017881
240  0.0141943,0.00506518,0.00552726,0.0178389
241  0.014273,0.00516816,0.00540577,0.0179447
242  0.0139259,0.00516338,0.00547167,0.0181725
243  0.0138804,0.00505091,0.00558524,0.0179842
244  0.0139071,0.00502521,0.00566939,0.0182685
245  0.0141854,0.00497059,0.00524648,0.0182105
246  0.0137647,0.004725,0.00534766,0.0182136
247  0.013365,0.00466101,0.00539605,0.0182445
248  0.0141616,0.00478363,0.00572542,0.0186138
249  0.01443,0.00486012,0.00500622,0.0187066
250  0.0145121,0.00482424,0.00539912,0.0184261
251  0.0142019,0.00474835,0.00522267,0.0185624
252  0.014212,0.0048765,0.00521231,0.0186049
253  0.0145425,0.00465175,0.00538833,0.0185576
254  0.014289,0.00485686,0.00500206,0.0186355
255  0.0144904,0.00510834,0.00529822,0.0183933
256  0.0144188,0.00494101,0.00534413,0.0184512
257  0.014279,0.00474329,0.00579891,0.0186773
258  0.0140914,0.00504627,0.0058007,0.0187084
259  0.0141087,0.00506143,0.00577161,0.018364
260  0.0138719,0.0049711,0.00582497,0.0183488
261  0.0139279,0.00499023,0.00585732,0.0184191
262  0.0139711,0.0047267,0.00583078,0.0184822
263  0.0136761,0.00472321,0.00549215,0.0183387
264  0.0140566,0.00489813,0.00599194,0.0184444
265  0.0145141,0.00499566,0.00547778,0.0184193
266  0.0143195,0.00515931,0.00506188,0.0185425
267  0.0140163,0.00546197,0.00492398,0.0185059
268  0.0140559,0.00536533,0.0049984,0.018453
269  0.0141451,0.00524267,0.00558943,0.0183938
270  0.0139976,0.00511951,0.00576982,0.0186374
271  0.0140204,0.00501338,0.00566021,0.0183777
272  0.0136651,0.00500541,0.00576325,0.0180314
273  0.0138301,0.00508487,0.00541596,0.0181009
274  0.0141154,0.00497728,0.00551449,0.0181871
275  0.0139162,0.00499578,0.00571992,0.0181853
276  0.0138361,0.00483579,0.00566474,0.0182651
277  0.0139885,0.00490978,0.00570273,0.0183113
278  0.0139995,0.00506575,0.00572963,0.0181775
279  0.0141189,0.00505182,0.00584567,0.0181901
280  0.0141822,0.00516251,0.0058733,0.0181715
281  0.0139122,0.00504084,0.00584513,0.0181522
282  0.0138308,0.00505018,0.00555564,0.0181426
283  0.0138536,0.00512729,0.00561653,0.0181411
284  0.0139104,0.00514425,0.00564396,0.0181891
285  0.0140013,0.00492625,0.00575399,0.018057
286  0.0140398,0.00519411,0.00588855,0.0181845
287  0.0139085,0.00512705,0.0058783,0.0182122
288  0.013806,0.00500772,0.00565606,0.0182338
289  0.0137931,0.00508805,0.00571064,0.018079
290  0.0139965,0.00514912,0.00539135,0.018235
291  0.0140651,0.00523957,0.00553043,0.0182915
292  0.0138817,0.0051753,0.0055198,0.0182901
293  0.0138534,0.00508659,0.00561903,0.0181945
294  0.013888,0.00508471,0.00569617,0.0182044
295  0.013888,0.00508471,0.00569617,0.0182044
296  0.0137963,0.0050136,0.00576926,0.0181804
297  0.013879,0.00521609,0.00574218,0.0182597
298  0.0140205,0.00538727,0.00580549,0.0182459
299  0.0139716,0.00535443,0.00584816,0.0183667
300  0.0137883,0.00515246,0.00586092,0.0181763
301  0.0138619,0.00519603,0.00584756,0.0181452
302  0.0138095,0.00510563,0.00590658,0.0181586
303  0.0137993,0.00511356,0.00588739,0.0181138
304  0.0140093,0.00511821,0.00587358,0.0180621
305  0.0140639,0.0052174,0.00573416,0.0179537
306  0.0138682,0.0051793,0.0058217,0.0180604
307  0.0137814,0.00511447,0.0055475,0.0181811
308  0.0137674,0.00515827,0.00559829,0.0184227
309  0.013785,0.00523541,0.00566091,0.0181535
310  0.0137121,0.00511978,0.00570809,0.0182159
311  0.0136897,0.0051183,0.00570735,0.0183084
312  0.0136412,0.00495797,0.00580529,0.0180412
313  0.0135652,0.00512216,0.00565831,0.0179746
314  0.0137305,0.00506283,0.00571554,0.0181142
315  0.0138568,0.00524193,0.00586406,0.0180318
316  0.0135925,0.00519898,0.00582438,0.018298
317  0.0137077,0.00510298,0.0056582,0.0181485
318  0.0134524,0.00507201,0.00586555,0.0180894
319  0.0134544,0.00498346,0.00590636,0.0181878
320  0.0137483,0.00506587,0.00580264,0.0181535
321  0.0138644,0.00517562,0.0057684,0.018174
322  0.0138158,0.00531946,0.00568497,0.0180899
323  0.0136764,0.00512956,0.0059907,0.0180705
324  0.0135804,0.0051066,0.00614717,0.0182442
325  0.0135519,0.00484709,0.0061216,0.0182369
326  0.0137804,0.00511539,0.00577588,0.0181573
327  0.0136622,0.00507201,0.00591451,0.0181578
